"tct";"ui";"lib_tct";"lib_ui";"annee";"activite";"categorie";"autorite_organisatrice";"nom_commercial_service_regional"
"LVW";"9150";"TAGV (Train A Grande Vitesse - à charge)";"EUROSTAR FRANCE";2024;"TAGV";"Service librement organisé";;
"RBQ";"6687";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Léman Express";"LEMANIS - SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"ZW1";"5000";"Tramway";"MULHOUSE ALSACE AGGLOMERATION - Pas d'EF indiquée";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"NC1";"9159";"GL Inter-Villes - Train classique, VL< 160 km/h";"OSLO";2024;"TGL";"Service librement organisé";;
"NB1";"9159";"GL Inter-Villes - Train classique, VL>= 160 km/h";"OSLO";2024;"TGL";"Service librement organisé";;
"LVD";"9156";"TAGV - Sud-Est, à charge";"RENFE VIAJEROS";2024;"TAGV";"Service librement organisé";;
"LVW";"9156";"TAGV (Train A Grande Vitesse - à charge)";"RENFE VIAJEROS";2024;"TAGV";"Service librement organisé";;
"LVJ";"9156";"TAGV International France-Espagne, à charge";"RENFE VIAJEROS";2024;"TAGV";"Service librement organisé";;
"LVR";"9170";"TAGV International France Italie, à charge";"SNCF VOYAGES ITALIA";2024;"TAGV";"Service librement organisé";;
"NCP";"1987";"Train TET à charge, VL<160 km/h, Aubrac";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCB";"1987";"Train TET à charge, VL<160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCF";"1987";"Train TET à charge, VL<160 km/h, Metz-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCD";"1987";"Train TET à charge, VL<160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCC";"1987";"Train TET à charge, VL<160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCM";"1987";"Train TET à charge, VL<160 km/h, Paris-Clermont";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCS";"1987";"Train TET à charge, VL<160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCE";"1987";"Train TET à charge, VL<160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NCA";"1987";"Train TET à charge, VL<160 km/h, Transversale Sud";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBP";"1987";"Train TET à charge, VL>=160 km/h, Aubrac";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBB";"1987";"Train TET à charge, VL>=160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBF";"1987";"Train TET à charge, VL>=160 km/h, Metz-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBD";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBC";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBM";"1987";"Train TET à charge, VL>=160 km/h, Paris-Clermont";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBS";"1987";"Train TET à charge, VL>=160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBE";"1987";"Train TET à charge, VL>=160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"NBA";"1987";"Train TET à charge, VL>=160 km/h, Transversale Sud";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"LCE";"1987";"Train TET de nuit à charge, VL<160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCF";"1987";"Train TET de nuit à charge, VL<160 km/h, Paris Aurillac";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCH";"1987";"Train TET de nuit à charge, VL<160 km/h, Paris Cerbere";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCD";"1987";"Train TET de nuit à charge, VL<160 km/h, Pyrénéen";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCB";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Est";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCC";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Ouest";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBE";"1987";"Train TET de nuit à charge, VL>=160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBF";"1987";"Train TET de nuit à charge, VL>=160 km/h, Paris Aurillac";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBH";"1987";"Train TET de nuit à charge, VL>=160 km/h, Paris Cerbere";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBD";"1987";"Train TET de nuit à charge, VL>=160 km/h, Pyrénéen";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBB";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Est";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBC";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Ouest";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V< 160 km/h, à charge";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"LBS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V>= 160 km/h, à charge";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"LBG";"1987";"Voyageurs internationaux - Trains spéciaux (pèlerins et autres) à charge";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"LBL";"1987";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités"
"VBL";"1987";"Voyageurs internationaux de nuit - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-INTERCITES";2024;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"RVL";"1387";"Train transport régional à charge, TAGV, Hauts-de-France";"SNCF-TER";2024;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCK";"1387";"Train transport régional à charge, VL<160 km/h, Auvergne-Rhône-Alpes";"SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RCD";"1387";"Train transport régional à charge, VL<160 km/h, Bourgogne-Franche-Comté";"SNCF-TER";2024;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RCJ";"1387";"Train transport régional à charge, VL<160 km/h, Bretagne";"SNCF-TER";2024;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RCU";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire";"SNCF-TER";2024;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCW";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire : ex IC GBPS";"SNCF-TER";2024;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCS";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est";"SNCF-TER";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCI";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est transfrontalier";"SNCF-TER";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCL";"1387";"Train transport régional à charge, VL<160 km/h, Hauts-de-France";"SNCF-TER";2024;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCR";"1387";"Train transport régional à charge, VL<160 km/h, Normandie";"SNCF-TER";2024;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RCB";"1387";"Train transport régional à charge, VL<160 km/h, Nouvelle-Aquitaine";"SNCF-TER";2024;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RCT";"1387";"Train transport régional à charge, VL<160 km/h, Occitanie";"SNCF-TER";2024;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RCG";"1387";"Train transport régional à charge, VL<160 km/h, Pays de la Loire";"SNCF-TER";2024;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"RCM";"1387";"Train transport régional à charge, VL<160 km/h, Sud-Provence-Alpes-Côte d'Azur";"SNCF-TER";2024;"TER";"Service conventionné";"Provence-Alpes-Côte d'Azur";"Train Zou"
"RBI";"1387";"Train transport régional à charge, VL>=160 km/h, Grand Est transfrontalier";"SNCF-TER";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBK";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Auvergne-Rhône-Alpes";"SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RBD";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Bourgogne-Franche-Comté";"SNCF-TER";2024;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RBJ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Bretagne";"SNCF-TER";2024;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RBU";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Centre-Val de Loire";"SNCF-TER";2024;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RBW";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Centre-Val de Loire : Ex IC GBPS";"SNCF-TER";2024;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RBS";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Grand Est";"SNCF-TER";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBL";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Hauts-de-France";"SNCF-TER";2024;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RBQ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Léman Express";"SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RBR";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Normandie";"SNCF-TER";2024;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RBB";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Nouvelle-Aquitaine";"SNCF-TER";2024;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RBZ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Nouvelle-Aquitaine : Ex IC";"SNCF-TER";2024;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RBT";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Occitanie";"SNCF-TER";2024;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RBG";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Pays de la Loire";"SNCF-TER";2024;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"RB1";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, REGIO CFF";"SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RBM";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Sud-Provence-Alpes-Côte d'Azur";"SNCF-TER";2024;"TER";"Service conventionné";"Provence-Alpes-Côte d'Azur";"Train Zou"
"RWK";"1387";"Tram-train transport régional à charge, Auvergne-Rhône-Alpes";"SNCF-TER";2024;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RWS";"1387";"Tram-train transport régional à charge, Grand Est";"SNCF-TER";2024;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RWG";"1387";"Tram-train transport régional à charge, Pays de la Loire";"SNCF-TER";2024;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"TBA";"1287";"Train transport Ile-de-France Mobilités à charge, ligne A du RER";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBB";"1287";"Train transport Ile-de-France Mobilités à charge, ligne B du RER";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBC";"1287";"Train transport Ile-de-France Mobilités à charge, ligne C du RER";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBD";"1287";"Train transport Ile-de-France Mobilités à charge, ligne D du RER";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBE";"1287";"Train transport Ile-de-France Mobilités à charge, ligne E du RER";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBN";"1287";"Train transport Ile-de-France Mobilités à charge, ligne H";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBS";"1287";"Train transport Ile-de-France Mobilités à charge, ligne J";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBV";"1287";"Train transport Ile-de-France Mobilités à charge, ligne K";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBR";"1287";"Train transport Ile-de-France Mobilités à charge, ligne L";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBM";"1287";"Train transport Ile-de-France Mobilités à charge, ligne N";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBT";"1287";"Train transport Ile-de-France Mobilités à charge, ligne P";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBL";"1287";"Train transport Ile-de-France Mobilités à charge, ligne R";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBQ";"1287";"Train transport Ile-de-France Mobilités à charge, ligne U";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBW";"1287";"Train transport Ile-de-France Mobilités à charge, ligne V";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TCC";"1287";"Train transport Ile-de-France Mobilités à charge, navette ferroviaire";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWN";"1287";"Tram-Train transport Ile-de-France Mobilités à charge, ligne T11";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWV";"1287";"Tram-train transport Ile-de-France Mobilités à charge, ligne T13";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWT";"1287";"Tram-train transport Ile-de-France Mobilités à charge, ligne T4";"SNCF-TRANSILIEN";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"LVA";"1187";"TAGV - Atlantique, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVK";"1187";"TAGV, axe Bretagne, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVE";"1187";"TAGV - Est, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVC";"1187";"TAGV International France Allemagne, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"NVJ";"1187";"TAGV International France Espagne, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVR";"1187";"TAGV International France Italie, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVJ";"1187";"TAGV International France-Espagne, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVH";"1187";"TAGV International France Suisse, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVN";"1187";"TAGV - Nord, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVM";"1187";"TAGV haute capacité Atlantique, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVT";"1187";"TAGV haute capacité Est, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVO";"1187";"TAGV haute capacité Nord, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVU";"1187";"TAGV haute capacité Sud-Est, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVS";"1187";"TAGV spéciaux nationaux (pèlerins et autres), à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LVD";"1187";"TAGV - Sud-Est, à charge";"SNCF-VOYAGES";2024;"TAGV";"Service librement organisé";;
"LCL";"1187";"Voyageurs internationaux - VL<160km/h non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2024;"TGL";"Service librement organisé";;
"LBL";"1187";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2024;"TGL";"Service librement organisé";;
"VCL";"1187";"Voyageurs internationaux de nuit - VL<160km/h non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2024;"TGL";"Service librement organisé";;
"VBL";"1187";"Voyageurs internationaux de nuit - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2024;"TGL";"Service librement organisé";;
"PTT";"1087";"Train touristique à charge";"SNCF-VOYAGEURS";2024;"TGL";"Service librement organisé";;
"LVW";"9132";"TAGV (Train A Grande Vitesse - à charge)";"THI FACTORY";2024;"TAGV";"Service librement organisé";;
"LVF";"9132";"TAGV international France Angleterre, à charge";"THI FACTORY";2024;"TAGV";"Service librement organisé";;
"TWP";"9165";"Tram-train transport Ile-de-France Mobilités à charge, ligne T12";"TRANSKEO T12 T13";2024;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"LVW";"9124";"TAGV (Train A Grande Vitesse - à charge)";"TRENITALIA FRANCE";2024;"TAGV";"Service librement organisé";;
"LAC";"9124";"Voyageurs - Trains non apte GV accord cadre";"TRENITALIA FRANCE";2024;"TGL";"Service librement organisé";;
"LBL";"9124";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"TRENITALIA FRANCE";2024;"TGL";"Service librement organisé";;
"LVW";"9150";"TAGV (Train A Grande Vitesse - à charge)";"EUROSTAR FRANCE";2023;"TAGV";"Service librement organisé";;
"RBQ";"6687";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Léman Express";"LEMANIS - SNCF-TER";2023;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"ZW1";"5000";"Tramway";"MULHOUSE ALSACE AGGLOMERATION - Pas d'EF indiquée";2023;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"NC1";"9159";"GL Inter-Villes - Train classique, VL< 160 km/h";"OSLO";2023;"TGL";"Service librement organisé";;
"NB1";"9159";"GL Inter-Villes - Train classique, VL>= 160 km/h";"OSLO";2023;"TGL";"Service librement organisé";;
"LVD";"9156";"TAGV - Sud-Est, à charge";"RENFE VIAJEROS";2023;"TAGV";"Service librement organisé";;
"LVW";"9156";"TAGV (Train A Grande Vitesse - à charge)";"RENFE VIAJEROS";2023;"TAGV";"Service librement organisé";;
"LVJ";"9156";"TAGV International France-Espagne, à charge";"RENFE VIAJEROS";2023;"TAGV";"Service librement organisé";;
"LVR";"9170";"TAGV International France Italie, à charge";"SNCF VOYAGES ITALIA";2023;"TAGV";"Service librement organisé";;
"NCP";"1987";"Train TET à charge, VL<160 km/h, Aubrac";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCB";"1987";"Train TET à charge, VL<160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCF";"1987";"Train TET à charge, VL<160 km/h, Metz-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCD";"1987";"Train TET à charge, VL<160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCC";"1987";"Train TET à charge, VL<160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCM";"1987";"Train TET à charge, VL<160 km/h, Paris-Clermont";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCS";"1987";"Train TET à charge, VL<160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCE";"1987";"Train TET à charge, VL<160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NCA";"1987";"Train TET à charge, VL<160 km/h, Transversale Sud";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBP";"1987";"Train TET à charge, VL>=160 km/h, Aubrac";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBB";"1987";"Train TET à charge, VL>=160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBF";"1987";"Train TET à charge, VL>=160 km/h, Metz-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBD";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBC";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBM";"1987";"Train TET à charge, VL>=160 km/h, Paris-Clermont";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBS";"1987";"Train TET à charge, VL>=160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBE";"1987";"Train TET à charge, VL>=160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"NBA";"1987";"Train TET à charge, VL>=160 km/h, Transversale Sud";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"LCE";"1987";"Train TET de nuit à charge, VL<160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCF";"1987";"Train TET de nuit à charge, VL<160 km/h, Paris Aurillac";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCH";"1987";"Train TET de nuit à charge, VL<160 km/h, Paris Cerbere";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCD";"1987";"Train TET de nuit à charge, VL<160 km/h, Pyrénéen";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCB";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Est";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCC";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Ouest";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBE";"1987";"Train TET de nuit à charge, VL>=160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBF";"1987";"Train TET de nuit à charge, VL>=160 km/h, Paris Aurillac";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBH";"1987";"Train TET de nuit à charge, VL>=160 km/h, Paris Cerbere";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBD";"1987";"Train TET de nuit à charge, VL>=160 km/h, Pyrénéen";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBB";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Est";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBC";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Ouest";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V< 160 km/h, à charge";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"LBS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V>= 160 km/h, à charge";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"LBG";"1987";"Voyageurs internationaux - Trains spéciaux (pèlerins et autres) à charge";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"LBL";"1987";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités"
"VBL";"1987";"Voyageurs internationaux de nuit - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-INTERCITES";2023;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"RVL";"1387";"Train transport régional à charge, TAGV, Hauts-de-France";"SNCF-TER";2023;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCK";"1387";"Train transport régional à charge, VL<160 km/h, Auvergne-Rhône-Alpes";"SNCF-TER";2023;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RCD";"1387";"Train transport régional à charge, VL<160 km/h, Bourgogne-Franche-Comté";"SNCF-TER";2023;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RCJ";"1387";"Train transport régional à charge, VL<160 km/h, Bretagne";"SNCF-TER";2023;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RCU";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire";"SNCF-TER";2023;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCW";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire : ex IC GBPS";"SNCF-TER";2023;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCS";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est";"SNCF-TER";2023;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCI";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est transfrontalier";"SNCF-TER";2023;"TER";"Service conventionné";"Grand Est";"TER Fluo"
